date,team_1,team_2,_map,result_1,result_2,map_winner,starting_ct,ct_1,t_2,t_1,ct_2,event_id,match_id,rank_1,rank_2,map_wins_1,map_wins_2,match_winner
2020-03-18,Recon 5,TeamOne,2,0,16,2,2,0,1,0,15,5151,2340454,62,63,0,2,2
2020-03-18,Recon 5,TeamOne,3,13,16,2,2,8,6,5,10,5151,2340454,62,63,0,2,2
2020-03-18,New England Whalers,Station7,3,12,16,2,1,9,6,3,10,5243,2340461,140,118,12,16,2
2020-03-18,Rugratz,Bad News Bears,3,7,16,2,2,0,8,7,8,5151,2340453,61,38,0,2,2
2020-03-18,Rugratz,Bad News Bears,7,8,16,2,2,4,5,4,11,5151,2340453,61,38,0,2,2
2020-03-17,Singularity,Endpoint,8,13,16,2,2,8,6,5,10,5247,2340456,71,41,0,2,2
2020-03-17,Singularity,Endpoint,7,11,16,2,1,6,9,5,7,5247,2340456,71,41,0,2,2
2020-03-17,Espada,Tricked,2,16,10,1,2,3,8,13,2,5247,2340455,56,77,2,0,1
2020-03-17,Espada,Tricked,6,16,10,1,1,7,8,9,2,5247,2340455,56,77,2,0,1
2020-03-17,fnatic,BIG,1,12,16,2,1,9,6,3,10,5226,2340397,5,18,1,2,2
2020-03-17,Sprout,Movistar Riders,1,16,10,1,2,9,2,7,8,5150,2340447,33,37,2,0,1
2020-03-17,Rooster,Skyfire,3,16,13,1,1,7,8,9,5,5236,2340444,103,126,2,0,1
2020-03-17,Rooster,Skyfire,8,16,1,1,2,2,0,14,1,5236,2340444,103,126,2,0,1
2020-03-17,Paradox,Airborne,6,19,16,1,1,8,7,7,8,5236,2340443,112,187,1,2,2
2020-03-17,Paradox,Airborne,1,9,16,2,2,6,4,3,12,5236,2340443,112,187,1,2,2
2020-03-17,Paradox,Airborne,3,10,16,2,1,5,10,5,6,5236,2340443,112,187,1,2,2
2020-03-17,Alcoholics Anonymous,Station7,1,5,16,2,2,2,4,3,12,5243,2340131,117,118,5,16,2
2020-03-17,New England Whalers,District 7,6,16,7,1,2,7,1,9,6,5243,2340130,140,91,16,7,1
2020-03-17,AGO,HellRaisers,4,16,5,1,2,3,3,13,2,5150,2340449,45,49,2,0,1
2020-03-17,AGO,HellRaisers,3,16,5,1,1,11,4,5,1,5150,2340449,45,49,2,0,1
2020-03-17,Sprout,Movistar Riders,3,16,7,1,1,13,2,3,5,5150,2340447,33,37,2,0,1
2020-03-17,fnatic,BIG,8,16,7,1,2,4,4,12,3,5226,2340397,5,18,1,2,2
2020-03-17,Natus Vincere,North,6,10,16,2,1,7,8,3,8,5226,2340396,1,23,0,2,2
2020-03-17,Natus Vincere,North,2,10,16,2,1,5,10,5,6,5226,2340396,1,23,0,2,2
2020-03-17,forZe,Complexity,4,9,16,2,2,3,7,6,9,5226,2340279,24,17,2,1,1
2020-03-17,forZe,Complexity,1,19,17,1,1,10,5,5,10,5226,2340279,24,17,2,1,1
2020-03-17,fnatic,BIG,3,7,16,2,1,5,10,2,6,5226,2340397,5,18,1,2,2
2020-03-17,forZe,Complexity,2,16,9,1,2,8,2,8,7,5226,2340279,24,17,2,1,1
2020-03-17,pro100,Japaleno,3,8,16,2,1,5,10,3,6,5150,2340448,43,64,0,2,2
2020-03-17,pro100,Japaleno,2,14,16,2,2,6,9,8,7,5150,2340448,43,64,0,2,2
2020-03-17,GamerLegion,Nordavind,7,16,9,1,2,8,2,8,7,5150,2340450,35,47,1,2,2
2020-03-17,GamerLegion,Nordavind,1,9,16,2,2,5,5,4,11,5150,2340450,35,47,1,2,2
2020-03-17,GamerLegion,Nordavind,6,14,16,2,2,10,5,4,11,5150,2340450,35,47,1,2,2
2020-03-16,District 7,Bad News Bears,7,7,16,2,2,1,7,6,9,5151,2340320,93,33,7,16,2
2020-03-16,Thunder Logic,TeamOne,1,5,16,2,1,4,11,1,5,5151,2340426,160,126,5,16,2
2020-03-16,Bad News Bears,Station7,3,16,8,1,2,6,3,10,5,5151,2340315,33,133,16,8,1
2020-03-16,Rugratz,New England Whalers,1,16,10,1,2,5,6,11,4,5151,2340046,85,178,16,10,1
2020-03-16,Recon 5,Oceanus,6,16,5,1,1,10,5,6,0,5151,2340317,74,121,16,5,1
2020-03-16,Chaos,In The Lab,2,16,1,1,1,14,1,2,0,5151,2340427,43,124,16,1,1
2020-03-16,Infinity,Thunder Logic,2,16,14,1,2,10,5,6,9,5151,2340319,137,160,16,14,1
2020-03-16,District 7,Rugratz,1,9,16,2,1,4,11,5,5,5151,2340318,93,85,9,16,2
2020-03-16,Under 21,TeamOne,6,12,16,2,1,7,8,5,8,5151,2340322,80,126,12,16,2
2020-03-16,Chaos,Monstars,3,16,12,1,1,9,6,7,6,5151,2339553,43,119,16,12,1
2020-03-16,Thunder Logic,New England Whalers,6,16,13,1,1,6,9,10,4,5151,2340323,160,178,16,13,1
2020-03-16,Singularity,Espada,6,16,11,1,2,9,3,7,8,5247,2340328,65,56,1,2,2
2020-03-16,Vitality,GODSENT,7,16,14,1,1,6,9,10,5,5226,2340063,10,17,2,0,1
2020-03-16,Vitality,GODSENT,6,16,8,1,2,6,3,10,5,5226,2340063,10,17,2,0,1 
2020-03-16,Astralis,NiP,8,8,16,2,2,4,5,4,11,5226,2340065,2,12,0,2,2
2020-03-16,Thunder Logic,Under 21,6,11,16,2,1,6,9,5,7,5151,2340428,160,80,11,16,2
2020-03-16,Astralis,NiP,7,6,16,2,1,3,12,3,4,5226,2340065,2,12,0,2,2
2020-03-16,Singularity,Espada,1,11,16,2,1,5,10,6,6,5247,2340328,65,56,1,2,2
2020-03-16,Singularity,Espada,2,9,16,2,2,6,4,3,12,5247,2340328,65,56,1,2,2
2020-03-16,ENCE,Spirit,3,2,16,2,1,2,13,0,3,5226,2340391,21,27,0,2,2
2020-03-16,ENCE,Spirit,4,14,16,2,2,7,8,7,8,5226,2340391,21,27,0,2,2
2020-03-15,Big Frames,Chaos,8,13,16,2,2,10,4,3,12,5151,2340024,92,43,13,16,2
2020-03-15,Swole Identity,Mythic,2,9,16,2,1,3,12,6,4,5151,2339757,79,58,9,16,2
2020-03-15,I sleep,Airborne,6,10,16,2,2,3,8,7,8,5248,2340430,173,188,0,2,2
2020-03-15,I sleep,Airborne,8,9,16,2,1,7,8,2,8,5248,2340430,173,188,0,2,2
2020-03-15,Thunder Logic,Swole Identity,8,19,16,1,1,4,11,11,4,5151,2340243,160,79,19,16,1
2020-03-15,Chaos,Oceanus,2,16,8,1,1,9,6,7,2,5151,2340425,43,121,16,8,1
2020-03-15,TeamOne,Big Frames,6,16,5,1,1,13,2,3,3,5151,2340313,126,92,16,5,1
2020-03-15,Thunder Logic,In The Lab,1,16,14,1,2,10,5,6,9,5151,2340388,160,124,16,14,1
2020-03-15,I sleep,Incept,7,16,8,1,1,8,7,8,1,5248,2340436,173,176,2,0,1
2020-03-15,FunPlus Phoenix,Cloud9,4,20,22,2,1,5,10,10,5,5242,2340337,14,28,1,2,2
2020-03-15,Endpoint,Tricked,1,6,16,2,1,4,11,2,5,5247,2340329,40,86,1,2,2
2020-03-15,Endpoint,Tricked,4,14,16,2,1,6,9,8,7,5247,2340329,40,86,1,2,2
2020-03-15,Endpoint,Tricked,2,16,13,1,2,10,4,6,9,5247,2340329,40,86,1,2,2
2020-03-15,Orgless,Dignitas,3,12,16,2,1,6,9,6,7,5242,2340338,36,42,1,2,2
2020-03-15,Orgless,Dignitas,6,10,16,2,1,5,10,5,6,5242,2340338,36,42,1,2,2
2020-03-15,Orgless,Dignitas,4,16,8,1,2,8,1,8,7,5242,2340338,36,42,1,2,2
2020-03-15,FunPlus Phoenix,Cloud9,3,3,16,2,2,0,4,3,12,5242,2340337,14,28,1,2,2
2020-03-15,I sleep,Incept,2,16,6,1,1,11,4,5,2,5248,2340436,173,176,2,0,1
2020-03-15,FunPlus Phoenix,Cloud9,6,16,10,1,2,5,6,11,4,5242,2340337,14,28,1,2,2
2020-03-14,Bad News Bears,Under 21,2,18,22,2,1,4,11,11,4,5151,2340312,33,80,18,22,2
2020-03-14,ORDER,Paradox,3,16,19,2,1,12,3,3,12,5236,2340282,55,112,2,1,1
2020-03-14,ORDER,Paradox,7,16,6,1,1,10,5,6,1,5236,2340282,55,112,2,1,1
2020-03-14,ORDER,Paradox,1,16,4,1,2,4,1,12,3,5236,2340282,55,112,2,1,1
2020-03-14,EGOBOYZ,Infamous,3,16,9,1,2,5,5,11,4,5244,2340429,226,267,1,2,2
2020-03-14,Triumph,Chaos,6,16,8,1,1,9,6,7,2,5151,2340045,50,43,16,8,1
2020-03-14,Bad News Bears,Triumph,3,16,10,1,2,5,6,11,4,5151,2340311,33,50,16,10,1
2020-03-14,Chaos,TeamOne,3,16,3,1,2,3,1,13,2,5151,2340022,43,126,16,3,1
2020-03-14,TeamOne,Rugratz,8,11,16,2,2,5,7,6,9,5151,2340309,126,85,11,16,2
2020-03-14,EGOBOYZ,Infamous,8,8,16,2,2,2,7,6,9,5244,2340429,226,267,1,2,2
2020-03-14,Imperial,Reapers,1,16,11,1,2,6,6,10,5,5245,2340431,130,241,2,0,1
2020-03-14,EGOBOYZ,Infamous,1,18,22,2,2,7,8,8,7,5244,2340429,226,267,1,2,2
2020-03-14,Imperial,Reapers,4,16,10,1,1,10,5,6,5,5245,2340431,130,241,2,0,1
2020-03-14,Supremacy,Infamous,1,16,12,1,2,8,5,8,7,5244,2340433,212,267,2,0,1
2020-03-14,Chaos,MIBR,4,16,6,1,1,9,6,7,0,5242,2340340,43,25,2,0,1
2020-03-14,Mythic,Station7,2,14,16,2,2,3,12,11,4,5151,2340434,58,133,14,16,2
2020-03-14,Chaos,MIBR,6,16,14,1,2,8,7,8,7,5242,2340340,43,25,2,0,1
2020-03-14,Gen.G,Envy,4,19,17,1,1,5,10,10,5,5242,2340339,15,51,2,1,1
2020-03-14,Gen.G,Envy,3,13,16,2,2,3,11,10,5,5242,2340339,15,51,2,1,1
2020-03-14,Gen.G,Envy,1,16,9,1,1,9,6,7,3,5242,2340339,15,51,2,1,1
2020-03-14,Supremacy,Infamous,2,16,1,1,1,14,1,2,0,5244,2340433,212,267,2,0,1
2020-03-13,Bad News Bears,Oceanus,1,16,4,1,1,11,4,5,0,5151,2340304,33,121,16,4,1
2020-03-13,District 7,Divine,1,22,20,1,1,7,8,8,7,5151,2340303,93,109,22,20,1
2020-03-13,Swole Patrol,Under 21,6,16,8,1,2,4,5,12,3,5151,2340301,81,80,16,8,1
2020-03-13,Swole Identity,Big Frames,3,25,22,1,2,6,9,9,6,5151,2340041,79,92,25,22,1
2020-03-13,TeamOne,Mythic,8,4,16,2,2,1,4,3,12,5151,2340295,126,58,4,16,2
2020-03-13,Thunder Logic,Rugratz,1,11,16,2,2,3,9,8,7,5151,2340385,160,85,11,16,2
2020-03-13,Triumph,In The Lab,3,16,7,1,2,6,2,10,5,5151,2340302,50,124,16,7,1
2020-03-13,Swole Identity,Bad News Bears,2,9,16,2,2,6,4,3,12,5151,2340297,79,33,9,16,2
2020-03-13,Under 21,Mythic,1,22,19,1,1,10,5,5,10,5151,2340299,80,58,22,19,1
2020-03-13,Divine,Station7,1,13,16,2,2,4,10,9,6,5151,2340296,109,133,13,16,2
2020-03-13,Chaos,New England Whalers,6,16,10,1,1,9,6,7,4,5151,2339764,43,178,16,10,1
2020-03-13,District 7,Swole Patrol,6,12,16,2,1,9,6,3,10,5151,2340298,93,81,12,16,2
2020-03-13,Divine,Big Frames,8,16,11,1,2,5,7,11,4,5151,2340307,109,92,16,11,1
2020-03-13,Triumph,Monstars,8,16,4,1,1,13,2,3,2,5151,2340300,50,119,16,4,1
2020-03-13,Chaos,Thunder Logic,6,16,12,1,1,9,6,7,6,5151,2340306,43,160,16,12,1
2020-03-13,Reapers,Neverest,7,17,19,2,2,4,11,11,4,5245,2340389,241,206,2,1,1
2020-03-13,New England Whalers,TeamOne,6,16,12,1,2,4,9,12,3,5151,2340043,178,126,16,12,1
2020-03-13,MAD Lions,HAVU,4,10,16,2,1,6,9,4,7,5242,2340335,12,30,1,2,2
2020-03-13,District 7,Mythic,1,16,11,1,2,6,6,10,5,5151,2340305,93,58,16,11,1
2020-03-13,Reapers,Neverest,1,16,10,1,2,8,3,8,7,5245,2340389,241,206,2,1,1
2020-03-13,Reapers,Neverest,3,16,10,1,1,10,5,6,5,5245,2340389,241,206,2,1,1
2020-03-13,Copenhagen Flames,c0ntact,6,16,19,2,2,9,6,6,9,5242,2340336,31,26,0,2,2
2020-03-13,MAD Lions,HAVU,6,13,16,2,1,11,4,2,12,5242,2340335,12,30,1,2,2
2020-03-13,MAD Lions,HAVU,1,16,12,1,2,7,6,9,6,5242,2340335,12,30,1,2,2
2020-03-13,Copenhagen Flames,c0ntact,1,5,16,2,1,4,11,1,5,5242,2340336,31,26,0,2,2
2020-03-13,pro100,Sprout,4,16,12,1,1,10,5,6,7,5150,2339721,35,38,16,12,1
2020-03-13,Spirit,Demolition Crew,6,16,9,1,2,10,0,6,9,5150,2340333,27,99,16,9,1
2020-03-13,Singularity,Unicorns of Love,6,16,7,1,2,7,1,9,6,5150,2340332,65,106,16,7,1
2020-03-13,Spirit,pro100,1,16,8,1,1,10,5,6,3,5150,2340330,27,35,16,8,1
2020-03-13,TeamOne,In The Lab,2,16,5,1,1,12,3,4,2,5151,2340308,126,124,16,5,1
2020-03-13,Oceanus,Swole Patrol,6,10,16,2,2,3,8,7,8,5151,2340386,121,81,10,16,2
2020-03-12,Station7,Big Frames,8,3,16,2,2,2,2,1,14,5151,2340033,133,92,3,16,2
2020-03-12,Bad News Bears,New England Whalers,3,13,16,2,1,8,7,5,9,5151,2340032,33,178,13,16,2
2020-03-12,District 7,Chaos,1,13,16,2,2,3,11,10,5,5151,2340034,93,43,13,16,2
2020-03-12,Triumph,Under 21,3,11,16,2,2,3,9,8,7,5151,2340035,50,80,11,16,2
2020-03-12,Soberano,Bravos,6,16,9,1,1,11,4,5,5,5182,2339239,244,193,2,0,1
2020-03-12,Soberano,Bravos,2,22,20,1,1,7,8,8,7,5182,2339239,244,193,2,0,1
2020-03-12,Mythic,Recon 5,7,14,16,2,2,3,12,11,4,5151,2340273,58,74,14,16,2
2020-03-12,Oceanus,TeamOne,2,9,16,2,2,4,6,5,10,5151,2340248,121,126,9,16,2
2020-03-12,Chaos,Infinity,2,16,8,1,2,4,5,12,3,5151,2340029,43,137,16,8,1
2020-03-12,Chaos,Swole Identity,2,14,16,2,1,8,7,6,9,5151,2340271,43,79,14,16,2
2020-03-12,Rugratz,Divine,1,16,14,1,2,8,7,8,7,5151,2340272,85,109,16,14,1
2020-03-12,Bad News Bears,TeamOne,6,12,16,2,1,10,5,2,11,5151,2340031,33,126,12,16,2
2020-03-12,In The Lab,Infinity,1,13,16,2,2,9,5,4,11,5151,2340269,124,137,13,16,2
2020-03-12,Triumph,Swole Patrol,7,5,16,2,2,1,5,4,11,5151,2340270,50,81,5,16,2
2020-03-12,Swole Identity,Divine,8,12,16,2,1,6,9,6,7,5151,2340030,79,109,12,16,2
2020-03-12,Under 21,Recon 5,6,16,8,1,1,9,6,7,2,5151,2340037,80,74,16,8,1
2020-03-12,Swole Patrol,In The Lab,8,16,3,1,1,12,3,4,0,5151,2340268,81,124,16,3,1
2020-03-12,Rugratz,Oceanus,1,16,4,1,1,11,4,5,0,5151,2340247,85,121,16,4,1
2020-03-12,Divine,TeamOne,2,14,16,2,1,8,7,6,9,5151,2340274,109,126,14,16,2
2020-03-12,In The Lab,Big Frames,1,16,10,1,2,7,4,9,6,5151,2340275,124,92,16,10,1
2020-03-12,District 7,Thunder Logic,1,16,14,1,1,6,9,10,5,5151,2340276,93,160,16,14,1
2020-03-12,Rooster,Paradox,1,16,9,1,2,8,2,8,7,5228,2340203,94,112,2,1,1
2020-03-12,Illuminar,Spirit,4,10,16,2,1,3,12,7,4,5150,2340294,49,27,10,16,2
2020-03-12,New England Whalers,Station7,3,16,11,1,2,7,5,9,6,5151,2340036,178,133,16,11,1
2020-03-12,Japaleno,BIG,3,11,16,2,1,9,6,2,10,5150,2340293,66,20,11,16,2
2020-03-12,PACT,pro100,3,11,16,2,1,6,9,5,7,5150,2339641,67,35,11,16,2
2020-03-12,Spirit,Nemiga,3,8,16,2,2,1,8,7,8,5150,2340292,27,57,8,16,2
2020-03-12,Sprout,Nordavind,2,14,16,2,2,3,12,11,4,5150,2340291,38,53,14,16,2
2020-03-12,Unicorns of Love,HellRaisers,2,6,16,2,2,1,6,5,10,5150,2340290,106,61,6,16,2
2020-03-12,Spirit,Nordavind,3,16,5,1,1,10,5,6,0,5150,2340327,27,53,16,5,1
2020-03-12,HellRaisers,Wisla Krakow,2,16,12,1,1,8,7,8,5,5150,2340288,61,189,16,12,1
2020-03-12,HellRaisers,Singularity,2,16,12,1,1,7,8,9,4,5150,2339891,61,65,16,12,1
2020-03-12,Rooster,Paradox,4,11,16,2,1,2,13,9,3,5228,2340203,94,112,2,1,1
2020-03-12,VERTEX,I sleep,3,16,6,1,2,7,0,9,6,5228,2340202,172,173,2,0,1
2020-03-12,Rooster,Paradox,3,16,13,1,1,8,7,8,6,5228,2340203,94,112,2,1,1
2020-03-12,Incept,Paradox,2,7,16,2,2,3,5,4,11,5152,2340251,176,112,7,16,2
2020-03-12,VERTEX,I sleep,2,16,2,1,1,13,2,3,0,5228,2340202,172,173,2,0,1
2020-03-12,Rooster,TRIDENT,1,16,9,1,2,5,5,11,4,5152,2340324,94,134,16,9,1
2020-03-12,Chiefs,Skyfire,3,22,20,1,1,9,6,6,9,5152,2340191,64,125,22,20,1
2020-03-12,ORDER,Ground Zero,3,16,14,1,2,10,5,6,9,5152,2339951,55,91,16,14,1
2020-03-12,Ground Zero,Skyfire,1,12,16,2,2,3,10,9,6,5152,2340277,91,125,12,16,2
2020-03-11,Bad News Bears,Monstars,3,13,16,2,2,3,11,10,5,5151,2340242,33,119,13,16,2
2020-03-11,Chiefs,Paradox,2,13,16,2,1,8,7,5,9,5236,2340254,64,112,1,2,2
2020-03-11,I sleep,Esper,3,16,7,1,1,11,4,5,3,5152,2340252,173,247,16,7,1
2020-03-11,PC419,Formidable,6,16,8,1,1,10,5,6,3,5152,2340250,205,203,16,8,1
2020-03-11,TeamOne,Recon 5,6,16,11,1,2,9,3,7,8,5151,2340245,126,74,16,11,1
2020-03-11,LiViD,TeamOne,6,12,16,2,1,7,8,5,8,5151,2340028,93,126,12,16,2
2020-03-11,Under 21,New England Whalers,6,12,16,2,1,6,9,6,7,5151,2340027,80,178,12,16,2
2020-03-11,Big Frames,Recon 5,6,6,16,2,2,1,6,5,10,5151,2340244,92,74,6,16,2
2020-03-11,Triumph,Thunder Logic,8,16,7,1,1,9,6,7,1,5151,2340240,50,160,16,7,1
2020-03-11,TeamOne,Triumph,2,19,17,1,2,10,5,5,10,5151,2340026,126,50,19,17,1
2020-03-11,Big Frames,Rugratz,6,14,16,2,1,11,4,3,12,5151,2340263,92,85,14,16,2
2020-03-11,Under 21,Infinity,1,16,7,1,1,11,4,5,3,5151,2340025,80,137,16,7,1
2020-03-11,New England Whalers,Monstars,8,11,16,2,1,8,7,3,9,5151,2340023,178,119,11,16,2
2020-03-11,Station7,ex-eUnited,8,4,16,2,2,0,5,4,11,5151,2340241,133,81,4,16,2
2020-03-11,In The Lab,Divine,3,16,7,1,1,9,6,7,1,5151,2340246,124,109,16,7,1
2020-03-11,Station7,Rugratz,8,7,16,2,1,6,9,1,7,5151,2340239,133,85,7,16,2
2020-03-11,Chiefs,Paradox,1,20,22,2,1,5,10,10,5,5236,2340254,64,112,1,2,2
2020-03-11,Chiefs,Paradox,3,16,14,1,2,10,5,6,9,5236,2340254,64,112,1,2,2
2020-03-11,LiViD,Recon 5,4,9,16,2,1,6,9,3,7,5151,2339767,93,74,9,16,2
2020-03-11,FURY,TRIDENT,7,20,22,2,2,4,11,11,4,5152,2340253,185,134,20,22,2
2020-03-11,Keyd,Isurus,3,7,16,2,1,6,9,1,7,5182,2339238,198,88,1,1,2
2020-03-11,Keyd,Isurus,6,16,12,1,2,10,3,6,9,5182,2339238,198,88,1,1,2
2020-03-11,Illuminar,Nemiga,6,13,16,2,1,6,9,7,7,5150,2339754,49,57,13,16,2
2020-03-11,AGO,Nemiga,7,16,10,1,1,8,7,8,3,5150,2340262,52,57,16,10,1
2020-03-11,Japaleno,Nordavind,2,16,6,1,2,6,1,10,5,5150,2339862,66,53,16,6,1
2020-03-11,pro100,HellRaisers,7,16,13,1,1,9,6,7,7,5150,2340261,35,61,16,13,1
2020-03-11,Demolition Crew,BIG,1,7,16,2,1,6,9,1,7,5150,2340260,99,20,7,16,2
2020-03-11,Wisla Krakow,Japaleno,2,17,19,2,2,8,7,7,8,5150,2340259,189,66,17,19,2
2020-03-11,Spirit,Unicorns of Love,3,16,6,1,2,7,0,9,6,5150,2340258,27,106,16,6,1
2020-03-11,ORDER,AVANT,2,9,16,2,2,4,6,5,10,5236,2340204,55,70,1,2,2
2020-03-11,Sprout,Movistar Riders,6,16,12,1,1,5,10,11,2,5150,2340212,38,37,16,12,1
2020-03-11,Sprout,PACT,4,16,11,1,1,12,3,4,8,5150,2339675,38,67,16,11,1
2020-03-11,Illuminar,BIG,1,7,16,2,2,4,4,3,12,5150,2340257,49,20,7,16,2
2020-03-11,ORDER,AVANT,3,13,16,2,1,7,8,6,8,5236,2340204,55,70,1,2,2
2020-03-11,Nordavind,PACT,8,16,2,1,1,13,2,3,0,5150,2339997,53,67,16,2,1
2020-03-11,ORDER,AVANT,4,16,14,1,2,10,5,6,9,5236,2340204,55,70,1,2,2
2020-03-11,GamerLegion,pro100,1,16,14,1,2,9,6,7,8,5150,2340256,39,35,16,14,1
2020-03-11,Spirit,HellRaisers,7,10,16,2,1,9,6,1,10,5150,2340255,27,61,10,16,2
2020-03-11,Nemiga,Nordavind,6,16,6,1,1,14,1,2,5,5150,2339755,57,53,16,6,1
2020-03-10,Divine,Monstars,3,23,25,2,2,10,5,5,10,5151,2340235,109,119,23,25,2
2020-03-10,Big Frames,Bad News Bears,6,6,16,2,1,5,10,1,6,5151,2340233,92,33,6,16,2
2020-03-10,Station7,Recon 5,3,13,16,2,1,5,10,8,6,5151,2340019,133,74,13,16,2
2020-03-10,TeamOne,Infinity,4,16,14,1,1,9,6,7,8,5151,2340016,126,137,16,14,1
2020-03-10,Thunder Logic,Bad News Bears,3,6,16,2,2,1,6,5,10,5151,2340236,160,33,6,16,2
2020-03-10,ex-eUnited,Chaos,6,13,16,2,2,5,9,8,7,5151,2340237,81,43,13,16,2
2020-03-10,Station7,In The Lab,1,16,11,1,2,10,2,6,9,5151,2340018,133,124,16,11,1
2020-03-10,Infinity,Divine,1,14,16,2,2,9,6,5,10,5151,2340017,137,109,14,16,2
2020-03-10,TeamOne,Swole Identity,8,16,11,1,2,9,3,7,8,5151,2340231,126,79,16,11,1
2020-03-10,Rugratz,Monstars,1,16,4,1,1,12,3,4,1,5151,2340234,85,119,16,4,1
2020-03-10,Under 21,Oceanus,6,16,2,1,2,2,1,14,1,5151,2340232,80,121,16,2,1
2020-03-10,DETONA,RED Canids,4,9,16,2,1,8,7,1,9,5182,2339148,76,83,0,2,2
2020-03-10,DETONA,RED Canids,6,14,16,2,2,7,8,7,8,5182,2339148,76,83,0,2,2
2020-03-10,Oceanus,New England Whalers,6,16,13,1,1,9,6,7,7,5151,2340015,121,178,16,13,1
2020-03-10,ex-eUnited,Thunder Logic,6,16,3,1,1,12,3,4,0,5151,2340230,81,160,16,3,1
2020-03-10,Under 21,Rugratz,2,16,1,1,2,2,0,14,1,5151,2340226,80,85,16,1,1
2020-03-10,ex-eUnited,TeamOne,4,16,8,1,2,7,2,9,6,5151,2340238,81,126,16,8,1
2020-03-10,Yeah,Envy,8,12,16,2,1,7,8,5,8,5178,2340201,62,51,0,2,2
2020-03-10,In The Lab,New England Whalers,3,12,16,2,2,5,8,7,8,5151,2340020,124,178,12,16,2
2020-03-10,In The Lab,Recon 5,4,7,16,2,1,7,8,0,8,5151,2340228,124,74,7,16,2
2020-03-10,Yeah,Envy,3,11,16,2,2,8,4,3,12,5178,2340201,62,51,0,2,2
2020-03-10,PACT,BIG,2,7,16,2,1,2,13,5,3,5150,2339723,67,20,7,16,2
2020-03-10,AVANT,Paradox,4,16,9,1,1,11,4,5,5,5152,2339886,70,112,16,9,1
2020-03-10,AGO,Nordavind,1,7,16,2,2,1,7,6,9,5150,2340218,52,53,7,16,2
2020-03-10,Demolition Crew,Illuminar,6,16,6,1,1,11,4,5,2,5150,2340217,99,49,16,6,1
2020-03-10,GamerLegion,Japaleno,8,16,14,1,2,9,6,7,8,5150,2340216,39,66,16,14,1
2020-03-10,Spirit,Movistar Riders,6,16,13,1,1,10,5,6,8,5150,2340215,27,37,16,13,1
2020-03-10,Demolition Crew,HellRaisers,1,12,16,2,2,4,9,8,7,5150,2339323,99,61,12,16,2
2020-03-10,AGO,pro100,4,19,15,1,1,8,7,7,8,5150,2340220,52,35,19,15,1
2020-03-10,Spirit,PACT,3,16,3,1,1,12,3,4,0,5150,2340213,27,67,16,3,1
2020-03-10,Nemiga,HellRaisers,3,13,16,2,2,5,9,8,7,5150,2340211,57,61,13,16,2
2020-03-10,BIG,Sprout,1,14,16,2,2,7,8,7,8,5150,2340214,20,38,14,16,2
2020-03-10,Paradox,Ground Zero,3,15,19,2,2,6,9,9,6,5236,2340193,112,91,2,1,1
2020-03-10,Rooster,Chiefs,3,8,16,2,2,4,5,4,11,5236,2340192,94,64,0,2,2
2020-03-10,Skyfire,AVANT,1,8,16,2,2,4,5,4,11,5152,2340208,125,70,8,16,2
2020-03-10,Paradox,Ground Zero,1,16,9,1,1,8,7,8,2,5236,2340193,112,91,2,1,1
2020-03-10,Formidable,Incept,2,9,16,2,2,3,7,6,9,5152,2340210,203,176,9,16,2
2020-03-10,Rooster,Chiefs,1,38,40,2,1,8,7,7,8,5236,2340192,94,64,0,2,2
2020-03-10,PC419,Airborne,6,7,16,2,2,1,7,6,9,5152,2340209,205,188,7,16,2
2020-03-10,PC419,Chiefs,3,5,16,2,1,4,11,1,5,5152,2340206,205,64,5,16,2
2020-03-10,Paradox,Ground Zero,8,19,15,1,2,11,4,4,11,5236,2340193,112,91,2,1,1
2020-03-09,TeamOne,Monstars,1,6,16,2,2,1,6,5,10,5151,2340012,135,100,6,16,2
2020-03-09,ORDER,Ground Zero,7,16,3,1,2,3,1,13,2,5236,2339978,70,110,2,0,1
2020-03-09,Recon 5,Monstars,3,16,9,1,1,6,9,10,0,5151,2340198,95,100,16,9,1
2020-03-09,New England Whalers,Infinity,3,7,16,2,1,3,12,4,4,5151,2340011,200,125,7,16,2
2020-03-09,Infinity,Station7,3,13,16,2,2,3,11,10,5,5151,2340013,125,148,13,16,2
2020-03-09,Thunder Logic,Recon 5,6,12,16,2,2,7,6,5,10,5151,2340199,153,95,12,16,2
2020-03-09,New England Whalers,Big Frames,6,19,17,1,2,7,8,8,7,5151,2340014,200,91,19,17,1
2020-03-09,Ze Pug Godz,Yeah,1,13,16,2,2,3,11,10,5,5178,2340186,88,77,1,2,2
2020-03-09,Ze Pug Godz,Yeah,6,10,16,2,1,9,6,1,10,5178,2340186,88,77,1,2,2
2020-03-09,Ze Pug Godz,Yeah,3,16,10,1,2,8,3,8,7,5178,2340186,88,77,1,2,2
2020-03-09,Envy,Chaos,2,19,16,1,2,11,4,4,11,5178,2340187,49,53,2,1,1
2020-03-09,Envy,Chaos,1,18,22,2,2,5,10,10,5,5178,2340187,49,53,2,1,1
2020-03-09,Rooster,I sleep,3,16,13,1,1,11,4,5,9,5152,2339832,119,150,16,13,1
2020-03-09,Envy,Chaos,8,16,10,1,2,4,7,12,3,5178,2340187,49,53,2,1,1
